,Unnamed: 0,position,country,name,club,boots,age,height,name_ko,id,team_name,eng_name,color,img,boots_ko,boots_img,img_src,country_ko,position_ko
65,65,Defender,Senegal,Abdoulaye Ndiaye,Stade Brestois 29,Nike Phantom GX 2 Elite,22,195,압둘라이 은디아예,804261188,브레스트,Stade Brestois 29,#ED1C24,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p804261188.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8521.png,🇸🇳 세네갈,수비수
66,66,Midfielder,Guinea,Abdoulaye Touré,Le Havre AC,Puma Future 7 Ultimate,30,188,압둘라예 투레,300210450,르 아브르,Le Havre AC,#6FB0D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210450.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/9746.png,🇬🇳 기니,미드필더
67,67,Defender,Uzbekistan,Abdukodir Khusanov,Manchester City,Puma Future 7 Ultimate,20,186,압두코디르 후사노프,300277031,맨체스터 시티,Manchester City,#69A8D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p277031.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8456.png,🇺🇿 우즈베키스탄,수비수
68,68,Defender,Ghana,Abdul Mumin,Rayo Vallecano,Nike Phantom GT Elite,26,188,압둘 무민,300235662,바예카노,Rayo Vallecano,#EB3A32,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p235662.png,나이키 팬텀 GT Elite,https://www.footballbootsdb.com/logos/boots/2021/05/60b0e82ff0961.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8370.png,🇬🇭 가나,수비수
69,69,Defender,Spain,Abel Bretones,CA Osasuna,adidas F50 Elite,24,188,아벨 브레토네스,300271145,오사수나,CA Osasuna,#AF1428,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p271145.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8371.png,🇪🇸 스페인,수비수
70,70,Forward,Spain,Abel Ruiz,Girona FC,adidas F50 Elite,25,182,아벨 루이스,300239250,지로나,Girona FC,#CF152D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p239250.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/7732.png,🇪🇸 스페인,공격수
71,71,Defender,Brazil,Abner,Olympique Lyonnais,adidas F50 Elite LL,24,181,아브네르,300263815,올랭피크 리옹,Olympique Lyonnais,#0160A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p263815.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9748.png,🇧🇷 브라질,수비수
72,72,Defender,Morocco,Achraf Hakimi,Paris Saint-Germain,adidas F50 Elite,26,181,아슈라프 하키미,210235212,파리 생제르맹,Paris Saint-Germain,#273F6D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210235212.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9847.png,🇲🇦 모로코,수비수
73,73,Forward,England,Adam Armstrong,Southampton,Puma Ultra 5 Ultimate,28,173,아담 암스트롱,300221841,사우샘프턴,Southampton,#D71920,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p221841.png,퓨마 울트라 5 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703b0540dc41.png,https://images.fotmob.com/image_resources/logo/teamlogo/8466.png,🇬🇧 영국,공격수
74,74,Forward,Czech,Adam Hlozek,1899 Hoffenheim,Nike Mercurial Superfly 10 Elite,22,188,아담 흘로제크,815246618,호펜하임,1899 Hoffenheim,#005098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p815246618.png,나이키 머큐리얼 슈퍼플라이 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/6719678447fdd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8226.png,🇨🇿 체코,공격수
75,75,Midfielder,England,Adam Lallana,Southampton,Puma Future 7 Ultimate,36,172,아담 랄라나,825180819,사우샘프턴,Southampton,#D71920,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p180819.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8466.png,🇬🇧 영국,미드필더
76,76,Defender,Montenegro,Adam Marusic,SS Lazio,Nike Mercurial Vapor 15 Elite,32,185,아담 마루시치,242224031,라치오,SS Lazio,75ACD4,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p224031.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,🇲🇪 몬테네그로,수비수
77,77,Defender,Morocco,Adam Masina,Torino FC,Nike Mercurial Superfly 8 Elite,31,191,아담 마시나,273225410,토리노,Torino FC,#80110B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p273225410.png,나이키 머큐리얼 슈퍼플라이 8 Elite,https://www.footballbootsdb.com/logos/boots/2022/04/624af67baf1fe.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,🇲🇦 모로코,수비수
78,78,Defender,Slovakia,Adam Obert,Cagliari Calcio,Nike Mercurial Vapor 15 Elite,22,188,아담 오베르트,300266636,칼리아리,Cagliari Calcio,#B51F2B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p266636.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8529.png,🇸🇰 슬로바키아,수비수
79,79,Defender,England,Adam Smith,Bournemouth,adidas F50 Elite,33,174,아담 스미스,501190885,본머스,Bournemouth,#D71921,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p501190885.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8678.png,🇬🇧 영국,수비수
80,80,Defender,England,Adam Webster,Brighton & Hove Albion,adidas Copa Pure 2 Elite KT,30,190,아담 웹스터,503207616,브라이턴 앤 호브,Brighton & Hove Albion,#0850A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p503207616.png,아디다스 코파 퓨어 2 Elite KT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed97ff1268a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10204.png,🇬🇧 영국,수비수
81,81,Forward,Spain,Adama Traoré,Fulham,Nike Mercurial Vapor X Elite,29,178,아다마 트라오레,210213956,풀럼,Fulham,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210213956.png,나이키 머큐리얼 베이퍼 X Elite,https://www.footballbootsdb.com/logos/boots/47/3.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9879.png,🇪🇸 스페인,공격수
82,82,Forward,Nigeria,Ademola Lookman,Atalanta BC,adidas F50 Elite LL,27,174,아데몰라 루크먼,832230899,아탈란타,Atalanta BC,#004CA6,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p832230899.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8524.png,🇳🇬 나이지리아,공격수
83,83,Forward,Belgium,Adnan Januzaj,UD Las Palmas,Nike Mercurial Superfly 9 Elite,30,186,아드낭 야누자이,201208330,라스 팔마스,UD Las Palmas,#DA9F00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p208330.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/8306.png,🇧🇪 벨기에,공격수
84,84,Forward,Japan,Ado Onaiwu,AJ Auxerre,Nike Tiempo Legend 9 Elite,29,180,아도 오나이우,300237453,오세르,AJ Auxerre,#055DC6,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p237453.png,나이키 티엠포 레전드 9 Elite,https://www.footballbootsdb.com/logos/boots/2023/06/64906276a1019.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8583.png,🇯🇵 일본,공격수
85,85,Defender,Spain,Adrià Altimira,CD Leganés,Puma Ultra Ultimate,23,170,아드리아 알티미라,300269228,레가네스,CD Leganés,#0057B7,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p269228.png,퓨마 울트라 Ultimate,https://www.footballbootsdb.com/logos/boots/2023/04/64317eee4690c.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/7854.png,🇪🇸 스페인,수비수
86,86,Defender,Spain,Adrià Pedrosa,Sevilla FC,Puma Future 7 Ultimate,26,172,아드리아 페드로사,300246113,세비야,Sevilla FC,#C90F20,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p246113.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8302.png,🇪🇸 스페인,수비수
87,87,Goalkeeper,Spain,Adrián,Real Betis Balompié,adidas Copa Pure 2 Elite,38,190,아드리안,221194911,레알 베티스,Real Betis Balompié,#009048,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p221194911.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8603.png,🇪🇸 스페인,골키퍼
88,88,Forward,Spain,Adrián Embarba,Rayo Vallecano,adidas F50 Elite,32,173,아드리안 엠바르바,826219953,바예카노,Rayo Vallecano,#EB3A32,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p826219953.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8370.png,🇪🇸 스페인,공격수
89,89,Forward,France,Adrien Hunou,Angers SCO,adidas X Crazyfast Elite,31,179,아드리앵 우누,503215245,앙제,Angers SCO,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p503215245.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8121.png,🇫🇷 프랑스,공격수
90,90,Midfielder,France,Adrien Rabiot,Olympique de Marseille,Nike Phantom GX 2 Elite,29,191,아드리앵 라비오,287210008,올림피크 마르세유,Olympique de Marseille,#007EC1,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p287210008.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8592.png,🇫🇷 프랑스,미드필더
91,91,Midfielder,France,Adrien Tamèze,Torino FC,adidas Copa Pure 2 Elite,31,182,아드리앵 타메제,221213242,토리노,Torino FC,#80110B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p213242.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9804.png,🇫🇷 프랑스,미드필더
92,92,Midfielder,France,Adrien Thomasson,RC Lens,adidas Copa Pure 2 Elite,31,175,아드리앵 토마손,513208787,랑스,RC Lens,#D89F00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p208787.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8588.png,🇫🇷 프랑스,미드필더
93,93,Defender,France,Adrien Truffert,Stade Rennais FC,adidas Copa Pure 2 Elite,23,176,아드리앵 트뤼페르,276256769,렌,Stade Rennais FC,#E13327,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p276256769.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9851.png,🇫🇷 프랑스,수비수
94,94,Forward,Egypt,Ahmed Hassan,Le Havre AC,Nike Mercurial Vapor 15 Elite,31,191,아흐메드 하산,321210259,르 아브르,Le Havre AC,#6FB0D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p210259.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/9746.png,🇪🇬 이집트,공격수
95,95,Defender,Spain,Aihen Muñoz,Real Sociedad,Puma Future 7 Ultimate,27,175,아이헨 무뇨스,810246748,레알 소시에다드,Real Sociedad,#0056B3,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p810246748.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8560.png,🇪🇸 스페인,수비수
96,96,Midfielder,Spain,Aimar Oroz,CA Osasuna,Nike Mercurial Vapor 16 Elite,23,177,아이마르 오로스,300258937,오사수나,CA Osasuna,#AF1428,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p258937.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8371.png,🇪🇸 스페인,미드필더
97,97,Midfielder,Morocco,Aïmen Moueffek,AS Saint-Etienne,adidas X Crazyfast Elite,23,179,아이멘 무에페크,300257320,생테티엔,AS Saint-Etienne,#1D995B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p257320.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9853.png,🇲🇦 모로코,미드필더
98,98,Defender,England,Ainsley Maitland-Niles,Olympique Lyonnais,Nike Tiempo Legend 10 Elite,27,180,에인슬리 메이틀랜드-나일스,238225782,올랭피크 리옹,Olympique Lyonnais,#0160A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p238225782.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/9748.png,🇬🇧 영국,수비수
99,99,Defender,Algeria,Aïssa Mandi,LOSC Lille,adidas Predator Accuracy.1,33,186,아이사 만디,217201143,릴,LOSC Lille,#E01D13,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p217201143.png,아디다스 프레데터 애큐러시.1,https://www.footballbootsdb.com/logos/boots/2023/10/652566460aeb5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png,🇩🇿 알제리,수비수
100,100,Defender,Spain,Aitor Paredes,Athletic Club,Nike Phantom Luna 2 Elite,24,185,아이토르 파레데스,300259524,아틀레틱 빌바오,Athletic Club,#E2001A,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p259524.png,나이키 팬텀 루나 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196f0eb3c4d.png,https://images.fotmob.com/image_resources/logo/teamlogo/8315.png,🇪🇸 스페인,수비수
101,101,Defender,Spain,Aitor Ruibal,Real Betis Balompié,adidas Predator Elite LL,28,176,아이토르 루이발,300241867,레알 베티스,Real Betis Balompié,#009048,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p241867.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8603.png,🇪🇸 스페인,수비수
102,102,Forward,Nigeria,Akor Adams,Sevilla FC,Nike Mercurial Superfly 9 Elite,25,190,아코르 아담스,300266256,세비야,Sevilla FC,#C90F20,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p266256.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/8302.png,🇳🇬 나이지리아,공격수
103,103,Goalkeeper,Morocco,Alaa Bellaarouch,RC Strasbourg Alsace,adidas X Crazyfast Elite,23,188,알라 벨라루슈,300276988,스트라스부르,RC Strasbourg Alsace,#294A92,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p276988.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9848.png,🇲🇦 모로코,골키퍼
104,104,Defender,Uruguay,Alan Matturro,Genoa CFC,Nike Tiempo Legend 10 Elite,20,189,알란 마투로,300274082,제노아,Genoa CFC,CB1111,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p274082.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/10233.png,🇺🇾 우루과이,수비수
105,105,Forward,France,Alassane Pléa,Borussia Mönchengladbach,adidas X Crazyfast Elite LL,31,181,알라산 플레아,242206467,글라트바흐,Borussia Mönchengladbach,#417E37,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p242206467.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9788.png,🇫🇷 프랑스,공격수
106,106,Goalkeeper,France,Alban Lafont,FC Nantes,adidas Predator Elite,26,196,알방 라퐁,267231691,낭트,FC Nantes,#D1A302,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p267231691.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9830.png,🇫🇷 프랑스,골키퍼
